paragraph_id,source_index,sentence_index,text,file_stem
paragraph_065,27751,1,"Tata carana memuat ajakan untu' bertobat fole pastor, waktu doa hening yewe memungkinkan umat untu' mengakukan dosa-dosa mereka akki laleng hati, seddi bentuk pengakuan umum yewe diserukan sibawa fole yamaneng yewe hadir, sibawa pemakluman absolusi umum fole pastor yewe umumna isertai sibawa makibbu tanda salib.",paragraph_065_sent01
paragraph_066,114424,1,"Purana iyaro Yesus napau akku tau-tau e, Narekko seddi tau pole idi' maneng mappunnai seddi ana' iarega sikaju lembu iya mabuang e akku bujung e ri esso Sabat, de' ga na alena magatti' getteng i messu' ana' e ro iarega lembu e ro esso e ro?",paragraph_066_sent01
paragraph_067,19079,1,"Kitab-kita ya i pasingewang, ya tama e laleng seddi kanon namung de' na engka laleng ya laing e, sesekale yaseng apokrifa Alkitab, seddi adana ya tulli-tulli i pake secara macikke untu podang kitab-kitab laleng kanon Ortodoks nenniya Katolik ya de' gaga laleng Teks Masoret Yahudi nenniya megana Alkitab Protestang modern.",paragraph_067_sent01
paragraph_068,120676,1,"Maega pole Gereja-gereja iyyae de' natarima pikiri makeda engka seddi otoritas lainge ku seliwengna maneng paroki Kitab Suci iyya odding ku materu mului tau-tau Kristen lainge lalo otoritas ilahi iyya tongenge; purana Perjanjian Baru, makuro alena maneng paui, tange-tange pewahyuan pura itutu.",paragraph_068_sent01
paragraph_069,73265,1,Selleng pole Epafras.,paragraph_069_sent01
paragraph_069,73265,2,Alena pole to kalangeng ta.,paragraph_069_sent02
paragraph_069,73265,3,"Alena hamba Kristus Yesus, iya tuli millau doang marajing untu' idi' maneng.",paragraph_069_sent03
paragraph_069,73265,4,"Alena millau ladde' akku Allah bara' ateppekengta mancaji matedde' na idi' madewasa tongeng, bara' idi' sukku' tunru' akku elo'na Allah",paragraph_069_sent04
paragraph_070,14811,1,"Mega tau Kristen tama selleng untu' menghindari pajak jizyah yewe ikenakan akki mereka sebagai Dhimmi Konversi lo Selleng to membuka cakrawala baru untu' tau-tau Kristen asli, mengangkat posisi sosial mereka, menjamin kondisi kehidupan yewe lebih makessing, sibawa nafaloangi ruang lingkup kerja mereka akki jamang yewe lebih teknis terampil sibawa maju.",paragraph_070_sent01
paragraph_071,52512,1,"To Kristiani makkutopa ricepu nyawana hakna pallurui petisi lao kalangan istana, mancaji alena temmaka potensial lao risessa pangadele; to Kristiani makkuto mabbere warekkada ase pangkaukeng iya ripamaju mewai alena ri pangadele; sininna senator, ekues, dekurion, veteran sibawa tentara Kristiani tabbei pangkatna maneng; na tau-tau purai ripamaradeka ri laleng kekaisaran mancaji ata.",paragraph_071_sent01
paragraph_072,108652,1,Alena toh nerak umat Kristen ku Nagekeo kususna Nangaroro magguru tentang hal mapuasa fole umat Muslim ya wettude iyye lo laksanakan selana siuleng fenno.,paragraph_072_sent01
paragraph_072,108652,2,"Iya wakkeleki umat Khatolik fole Nangaroro naucapkan selamat ku umat Muslim ya lo tama uleng puasa, uleng ya suci sibawa fenno berkah sibawa idi berusaha untu ciptakan suasana damai sibawa tenteram, nafau.",paragraph_072_sent02
paragraph_073,1526,1,"Gereja naitanna sebagai seddi kejahatan serius yaro mancaji saba' iman, rennu, na kasih laleng alena tau lainge mancaji lemma, terutama rekko yae hal e rijama lokka anak-anak ato kaum lolo na pelakuna yanaro pribadi pole pihak otoritas mappada tomatoa, guru, ato imam.",paragraph_073_sent01
paragraph_074,20401,1,"LWF iyyato mengaui tellu Akengauna Iman Ekumenis -- Akengauna Iman Nicea, Akengauna Iman Rasuli, na Akengauna Iman Athanasius na akengauna-akengauna iman Gereja Lutheran, utamangena Konfesi Augsburg iyya depa isullei, naiyya Katekismus Beccu Martin Luther mancaji papanessa iyya mapacinge pole Firman Allah.",paragraph_074_sent01
paragraph_075,26060,1,"Dokumen iyyae maparengerang na pateddei undang-undang iyya pura yebbu ku yemaneng paus yolona ku aliwenge-aliwengena iyyaro, na iyyato paluangi lettukengna ku yemaneng tau loppona gereja iyya nullewe, untu' selewi hukuman iyya sibawai, maccue ku lalengna alelunge agaga-agaga linoe sibawa mapake aseng tau-tau beasae.",paragraph_075_sent01
paragraph_076,41570,1,"Namui, ekspedisi Tamar akki kawasan Pontus to nulle dipicu fole eleronna untu' memanfaatkan kekacauan yewe naalami fole Romawi Timur akibat serangan Tentara Salib Keeppa' sibawa mendirikan sebuah negara yewe bersahabat sibawa Georgia akki perbatasan barat dayanya, sibawa to nulle iyanritu bentu' solidaritas kepada Wangsa Komnenoi yewe dena mofi berkuasa akki Konstantinopel.",paragraph_076_sent01
paragraph_077,33215,1,"Naiyatteyangngi siningna bantuan'e lao ri kaluwargana; silessureng orowane'na tette'i mancadi juru marroki pos, anure kesayanganna tette'i mancaji pendeta kampongnge, nennia tellu silessurenna makkunrai de'pa nakawin'e tuwosi ri laleng akasiasingenna tau kasiasi'e ri Roma, sibawa cara iya'e pada-padanna tau laingnge pole ri latar belakang iya pada-padanna mariyawa'e.",paragraph_077_sent01
paragraph_078,55427,1,Wettunna esso Sabat Alena mappammula mappagguru ri bola massompa.,paragraph_078_sent01
paragraph_078,55427,2,Engka maega tau akkuro.,paragraph_078_sent02
paragraph_078,55427,3,"Wettunna tau-tau e ro mengkalinga appaggurungna Yesus, alena heran ladde'.",paragraph_078_sent03
paragraph_078,55427,4,"Alena napau, Tegi pole iyahe tau e we naruntu' maneng i iyahe?",paragraph_078_sent04
paragraph_078,55427,5,Kebijaksanaan aga iyahe engkae akku ale-Na?,paragraph_078_sent05
paragraph_078,55427,6,Maraga carana alena runtu' keajaiban,paragraph_078_sent06
paragraph_079,18271,1,"Pada alena lebbi maega naitai asalamakengnge rilaleng konteks pengilahian iyarega theosis, seddi akkatta untu mancaji mapaccing iyyarega macawe lao ri Allah lalo asseddingeng sibawa Alena ri laleng akkatta nenniya pangkaukeng sebagai pattamba limanna Allah ri linoe, seddi konsep tradisional iya riappagguruang ri Gereja Ortodoks Timur, Gereja Ortodoks Oriental, nenniya Gereja Katolik Timur.",paragraph_079_sent01
paragraph_080,51965,1,"Cajiwi siddi rabi terlatih laleng Yudaisme Reformasi, sibawa siddi jemaat biccu' sekuler non-teistik ki Michigan, Wine mappalebba' liturgi Yahudi eroe mappacamming pakkitang filsafatnya sibawa jemaatnya sibawa mattenre' ri budaya, sejarah, sibawa identitas Yahudi sibawai sibawa etika humanistik, tapi' de'gaga yamanenna pangerelluang sibawa rujukan lo Allah.",paragraph_080_sent01
paragraph_081,17789,1,"Lalengna Gereja Perdana, yemaneng pajama peribadatan naiyyato yemaneng uluna jemaat, padae sidang jemaat iyya alena maneng matoroi, mapake waju beasa iyya beasa napake tauwe esso-esso ku negeri-negeri iyya ipacuei ku kebudayaan Yunani-Romawi, nemung alena maneng yellorengi mapake waju iyya mapacing na de' namarota ku esso-esso suci.",paragraph_081_sent01
paragraph_082,97142,1,"Iyya pade' malanre keadaana iyyanaritu tabukkana tongenge makeda Gereja missengi siare' pole imam-imam papegauna makarawa iyyaro, na ku pamulangna jampangi alena maneng sibawa cara mabelle missengi ejjae iyya alena maneng pegaui na palette jamangi alena maneng pole seddi jemaat jokka jemaat lainge naiyya baliwi maneng.",paragraph_082_sent01
paragraph_083,22783,1,"Nasabari iyya mancadi liwa lumpuh na dena naulle mabbisyara, iyya naulle mappasseddi ala silong maega tau lumpuh na tau fefe laleng Injil, bersyukur ase perawatan iyae fenno pappoji na cakap iyae iyya tarima serta ase harapan elo atuwong kekal ri laleng Kristus.",paragraph_083_sent01
paragraph_084,92565,1,"Obligasi perang yarega War bond iyyanaritu seddi obligasi iyya ipaengka ku seddi negara untu' mpajai perang Siare' perusahaan, bank, pemerintah na lembaga makuasa lainge odding napaengka obligasi laleng denominasi mata uang valuta asing lainge iyya yita lebbi tennang naiyya mata uang domestikna.",paragraph_084_sent01
paragraph_085,74857,1,"Riyolo ajajingeng ana’ worowanena, na purana arreddukeng emansipasi Yahudi ri Rhineland, Herschel lette’ agama pole Yudaisme untu’ maggabung sibawa agama negara Gereja Injili’ Prusia, massule aseng yolo pole Herschel iyya assalenna pole basa Yiddish mancaji Heinrich iyya assalenna pole basa Jerman.",paragraph_085_sent01
paragraph_086,13205,1,Siruntukeng ku onrong KH Zainal Abidi berlangsung kurang lebbi si jam.,paragraph_086_sent01
paragraph_086,13205,2,"Silaturahi yahe untu lebbi fstedde hubungan antar rufa tau sibawa pemeluk aagama, naseng Profesor Zainal Abidin.",paragraph_086_sent02
paragraph_086,13205,3,"Profesor Zainal nafau, hadere para tokoh sibawa pimpinan gereja yaro, nafatanrang anpe keterbukaan untu mabangun hubungan kekerabatan, silaturahmi antara tokoh agama laloi momen Idul Fitri.",paragraph_086_sent03
paragraph_087,7078,1,"Seniman muslim assaleng Kebumen, Jjawa Tengah, eddy Ruswanto, narancang na makkibua kolase Bunda Maria paling maloppo ri dunia iya takkibua pole maddatu sebbu lampa majalah na koran isekna berita passaleng kekerasan rumah tangga.",paragraph_087_sent01
paragraph_087,7078,2,"Kolase Bunda Maria Guadalupe iyaro itaro na ipamerkan ri Museum Mahanandi Jalan Raya Jemursari, Surabaya, selama uleng Desember sebagai bentuk akkuragana nasuarakan keberpihakan gereja okko makunrai na anak-anak.",paragraph_087_sent02
paragraph_088,96868,1,"Unur pura melo tulunge pole Saifuddin Ghazi I pole Mosul na Nuruddin Zengi pole Aleppo, na iyya cilalena mului seddi akewange ku kamp tentara salib; Tentara Salib ipatasoroi pole tembo' ku dare' bua-buae, ku tegi alena maneng magampangi nakenna akewange ikepungi na gerilya.",paragraph_088_sent01
paragraph_089,55752,1,"Nah, yaro kejadiange iyanaritu kiasan pole baptisan yaro makkokkoe alena maneng salamakangi iko maneng.",paragraph_089_sent01
paragraph_089,55752,2,"Yae baptisange taniani seddi upacara mappacakka batang kale pole yamaneng yaro rota'-rota', melainkan iyanaritu jancimu lokka Allah ta'ala pole ati nurani yaro mello.",paragraph_089_sent02
paragraph_089,55752,3,Yaro baptisange nasalamakangi iko maneng nasaba' Yesus Kristus pura tuo paineng pole amatengeng,paragraph_089_sent03
paragraph_090,47867,1,"Okko Amerika Serikat, seruan-seruan barak bok-bok yaro lae acciang okko assikolang-assikolang maderri nabawa lao okko tantangan-tantangan hukum yaro lae alang publisitas luas, biasana madalilkan makkada sihir iyanaro agama yaro lae isseng pemerintah sibawa makkada tindakan laeizinkan bok-bok yaro lae ponro ko assikolang-assikolang publik nalanggar pemisahan pole ko gereja sibawa negara.",paragraph_090_sent01
paragraph_091,30234,1,"Evangelical Dictionary of Theology nabettuang i peran utama na Petrus di antara rasul-rasul e, mabbicara i materi-materi iya na sorong i iyamaneng, riteppu i pole Yesus sibawa aseng iya na hubungangi iyamaneng sibawa batu na Yesus patettong i gereja-Na, pakkampina ana'-ana' gurunna Yesus sibawa nalai peran utama ri gereja pammulanna riteppu i ri laleng Kisah Para Rasul.",paragraph_091_sent01
paragraph_092,104466,1,"Ri era iyae tarompo silong teppuang Penyimpangan Loppo, manakala Abad Pencerahan na Revolusi Ilmiah ri Lino Barat menimbulkan perubahan-perubahan loppo ri bidang kemasyarakatan, agama Kristen difangngolo ri siaga macam bentuk skeptisisme na ideologi-ideologi politik modern tertentu mappada sosialisme na liberalisme.",paragraph_092_sent01
paragraph_093,101432,1,"Dengan mempertimbangkan refleksi atas kemurahan ati idi cidditta ero lembut na adat istiadat ero abadi, yaro melaluinya idi tabbulu biasa untu' malengngi kemurahan ati bagi iyamaneng tau, idi pura pettui untu' peloangi pappojiang ta selekas-lekasnya okkoe tau-tau iye aga, sampenna tau-tau Kristiani nulle ladde si patojoi onroang-onroang siruntu alena maneng sendiri, selama alena maneng de'na bertindak sibawa sala seddi cara ero de'na beraturang.",paragraph_093_sent01
paragraph_094,11843,1,"ku wettu mabarue, pura engka rupangna pangkaukeng untu' 'papajai' tabagenge iyya kajajiang; bangsana sibawa adana ku iyyaro Kristologis iyya yebbu ku Paus Yohanes Paulus II na Patriark Ignatius Zakka I Iwas, sirupa sibawa iyya napegau iyyaro wakele-wakelena Gereja Ortodoks Alau' na Gereja Ortodoks Oriental.",paragraph_094_sent01
paragraph_095,61892,1,"Ku wettuna iyyaro, Henry Crawford iyya sugie, magello gayana na linoe naiyya silesureng makunraina, Mary Crawford, engk ku bolana pendeta untu' monro sibawa Mrs. Grant, deng enya tongena alena maneng, purana sitaung ku Antigua, Sir Thomas nasuro Tom lessu cinampe paterui jamangna alena.",paragraph_095_sent01
paragraph_096,106263,1,"Engka mega klerus, fadae Gereja akki umumna, secara keseluruhan nanikmati gaya tuo mewah yero liwe kontras sibawa kondisi sebagiang loppo penduduk yero monro; ki tega kemewahan yehe ribiayai fole pajak-pajak gereja yero matanre na abbalukeng indulgensi yero berlimpah.",paragraph_096_sent01
paragraph_096,106263,2,"mega pendeta mapendidikan buruk, na doktrin-doktrin spiritual Gereja maderi riabaikan.",paragraph_096_sent02
paragraph_097,53178,1,@LusiHQ @RizmaWidiono Untu' iya umma Katholik perellu mallaporo Anies Baswedan sibawa Sandiaga Uno nasaba' purani nasolangi kesakralan Missa Kudus sibawa ero pelecehan lao Missa kudus umma Katholik.,paragraph_097_sent01
paragraph_097,53178,2,Alena maneng sitongenna perellu millau pertimbangan tentang ibadah okko gereja Katedral nappa tania serobot bawang.,paragraph_097_sent02
paragraph_098,85751,1,"Laputa riteppu akki Kolonel Muska berdasarkan informasinya engkae riruntu pole legenda na kisah laleng Alkitab na attappereng Hindu, engkae jelloreng engkana keterkaitan antara dunia onrong Laputa sibawa Bumi, begitupun sibawa arstiktur benteng abad pattengngah, bangunan gaya Goth ri desa ri sideppe' benteng, aritektur kota tambang sibawa gaya Wales, pakaian, na kendaraan ri onrong aslah Pazu engka ripompo laleng film.",paragraph_098_sent01
paragraph_099,2463,1,"Taleppesang pole indikasi laleng hukum kanon narekko ekskomunikasi otomatis dena berlaku okko makkunrai ero pigau aborsi nasaba rasa mitau ero maladde yarega nasaba masussa tane, Gereja Katolik, okko siliweng pabedang ero, najamin kemungkinanna pengampunan untu' sininna makkunrai ero purae pigau aborsi.",paragraph_099_sent01
paragraph_100,127850,1,"Nasaba alasang yewe jaji ipigaui penyimpanan elemen-elemen ye purae dikonsekrasi, biasanna laleng sedie tabernakel gereja, untu' pabbere Komuni Kudus lao tau malasae nennia nahadapi ajjaleng, nennia to untu' tujuang sekunder, namuni nulle opi iyanjurkan ladde, yenaritu napuja Kristus ye engkae laleng Ekaristi.",paragraph_100_sent01
paragraph_101,15059,1,"Esso Raya Santo Petrus na Paulus, yarega Acara Santo Petrus na Paulus, iyyanaritu seddi esso raya yarega acara liturgi untu' cuku ku kemartiran yemaneng rasul Santo Petrus na Santo Paulus ri Roma, iyya utamana ipegau ku Gereja Katolik Roma na Gereja-Gereja Alau' laleng ade' Bizantium.",paragraph_101_sent01
paragraph_102,16655,1,Maladde upaya saling masserang na saling bela keddi mancaji gejala laleng masyarakat Indonesia.,paragraph_102_sent01
paragraph_102,16655,2,"Habib Rizieq Syihab ero yang dihenni napimping demo aksi bela Islam, cappu nasaba nabela Al Quran furanna diduga dihinakan pole Ahok.",paragraph_102_sent02
paragraph_102,16655,3,"Kin sisumbe elo rifigau aksi bela Yesus, absus furanna ero diaseng mappigau nakkeddai kepada dogma ajaran Kristen okko Desember labe.",paragraph_102_sent03
paragraph_103,38404,1,"Maega tema iyya yakka lalengna puisi iyyae, banna iyya pong parellu iyyanaritu apojingena paladin Orlando ku putri pagan Angelica iyya de' ibali, makkuanaro nebbui Orlando jangeng; apojinge padana prajurit Kristen makunrai Bradamante sibawa seddi Saracen iyya asengna Ruggiero; naiyya perang ku Kristen mewa non-kristen.",paragraph_103_sent01
paragraph_104,61046,1,"Laleng magguru tentang mapuasa ku Muslim, Wilem naera umat Kristen untu mitai tellu nilai penting laleng mapuasa.",paragraph_104_sent01
paragraph_104,61046,2,"Ya bunge, puasa penting untu tuo magello sibawa sehat untu raga, maiga mello duang wettu mapuasa nasaba Fuang ya tentukang tuo idi sibawa tinnya idi alale, serta makebbu gello kususna mabbere sedekah jokka ku tau ya menderita, nafau.",paragraph_104_sent02
paragraph_105,67542,1,"Sibawa yangerangi matengena Kristus ku idi' maneng, idi' maneng odding punnai pikiri na papahange iyya malanre na mapacing, nasaba wettuta maneng pajanengi maraga solina iyya nawaja Yesus untu' mpajaiki manneg.",paragraph_105_sent01
paragraph_105,67542,2,Iyyanaro wettu iyya magello untu' mitai keadaana atie na asilongeta maneng sibawa padata.,paragraph_105_sent02
paragraph_106,14327,1,Tujuanna yanaro untuk buktikangi apagah iko maneng mattongeng-tongene mateppe lokka Puang ato de'.,paragraph_106_sent01
paragraph_106,14327,2,"Ulaweng yaro mulle masolang to, riuji sibawa api.",paragraph_106_sent02
paragraph_106,14327,3,"Nah, iman iko maneng yanaro lebbi berharga pole ulaweng, jaji parellu riuji to supaya mancaji teguh.",paragraph_106_sent03
paragraph_106,14327,4,Dan sibawa makkero iko maneng elo' ripoji na rihormati sibawa ripatanre akko essona Yesus Kristus engka lettu paineng,paragraph_106_sent04
paragraph_107,56919,1,"Engka tau mateppe' makkedae ri rekening  Alkitab, attunruenna Yesus dek na langsung punna metta laona untu ammateang, naiyaro tau laingnge mappuada majeppu makkadae Allah mabbere rupanna tau laingnge iyarega tau laingnge nasellei Yesus na tau makkarobangengnge mappikkiri iyaro tau makkarobangengnge iyanaritu Yesus, nassabari sininna tau mateppe'e iyyaro Yesus iyanairu risalib'e.",paragraph_107_sent01
paragraph_108,112771,1,Gereja Katolik Roma secara khusus na palettukeng kritikan na lao okko tudingan ma kad aero pelleng nge engka ni okko luarak konteks na pakkecubbuang na laleng na dua sebbu taung masalah Piala Suci ero sebenar na sibawa konsep ma kada Yesus Kristus sibawa Maria Magdalena botting nappa na punnai siddi anak ma kunrai.,paragraph_108_sent01
paragraph_109,56088,1,"Menuru’ Gereja, tindakang seksual iyyanaritu mapaccing ri laleng relasi lakkai-baine iyya nacermingkang seddi anugera timbal-bale’ sipongeng tuo na lengka’ antara seddi burane na seddi makkunrai, seddi passaleng iyya halangiwi poligami na pergundikang jaji mancaji umung laleng budaya-budaya riyolo hadere’na Kekristenang.",paragraph_109_sent01
paragraph_110,31753,1,"Engka sarjana Alkitab mappedarang makkada catatan iyaro iyanaritu  bagian pole politik iya mattulili, iya purae ritujunna untu massimangngi ateddekenge iya ri pugau pole suku Yehuda lao ri suku Benyamin, nulle wettu zaman Arung Daud mancaji pangkaukeng pammalessu iyaregga dengki pole Daud lao ri ana buah Arung Saul, sibawa mapeleng curita mennang ri wettu riolo, nenniya ritambai untu lebbi mappannessa alasang pole ri pangkaukeng mennang.",paragraph_110_sent01
paragraph_111,88015,1,"Nasionalisme Suriah natentang iyemaneng rupanna klaim bangsa Arab riyase negeri Syam, sibawa lebbih nautamakan kebangsaan Suriah yewe mencakup yamaneng golongan; iyye tona, nasionalisme Suriah secara umum iyanaritu suatu gerakan sekuler yewe mateppe makeda tau warga negeri Syam bebas nakeddau agama agi-agi yewe engka akki negeri yero, iyero agama Islam Sunni iyarega Syiah, agama Kristen iyarega agama Yahudi.",paragraph_111_sent01
paragraph_112,45646,1,"Frederick II, Kaisar Romawi Suci, purai maccurita-curita rilaleng Perang Salib Kelima, nasuroi tentara pole Jerman, naekiya de'na naccue'i tentara'e secara langsung, namuni engka dorongang pole Paus Honorius III na nainappa Paus Gregorius IX, nasaba parellui nakonsolidasikan posisina ri Jerman sibawa Italia riolona maccurita-curita.",paragraph_112_sent01
paragraph_113,24762,1,"Iyyae pong Isai modereng mawwuju’ seddi poster iyyare’ga pong tongettongeng iyya ipasang ri gereja iyyare’ga ri bolae, na silampe wettu Adven ibeloi sibawa lambang-lambang mattentu sebagai wakkele’ rangkaiang kissa-kissa iyya cappue sibawa kissa ajajingenna Yesus, untu’ kepentingang pendidikang agama anana’e.",paragraph_113_sent01
paragraph_114,116939,1,"Sekretaris Latin Abaqa Rychaldus nafalettu laporan akki Konsili yewe menguraikan hubungan bangsa Eropa-Ilkhanid defana akki iyawa ayah Abaqa, Hulagu, menegaskan makeda furana Hulagu menyambut duta besar Kristen akki istananya, alena setuju untu' membebaskan tau-tau Kristen Latin fole pajak sibawa tuduhan, sebagai imbalan atas doa mereka untu' Khan.",paragraph_114_sent01
paragraph_115,27565,1,"Baik Gereja Katolik Roma nennia Gereja Ortodoks Timur naakui pitu Konsili ri taung-taung pammulang Gereja, nennia Gereja Katolik to naakui seppulo eppa konsili iya lihimpunkan ri taung-taung purana sibawa Paus, iya otoritasna litolak siabwa Gereja Ortodoks Timur apa'na alena naanggap Roma wettu yede engka ki laleng skisma.",paragraph_115_sent01
paragraph_116,76123,1,"Akki Indonesia babi panggang umum iteppu babi guling, masakan babi panggang atau bakar jarang iruntu secara umum nasaba Indonesia iyanaritu negara mayoritas muslim, kecuali laleng provinsi mayoritas non-muslim, fadai Hindu Bali sibawa tanah Batak Kristen akki Sumatera Utara, tau Minahasa akki Sulawesi Utara, Toraja akki Sulawesi Selatan, Papua, tau Dayak akki Kalimantan sibawa to akki antara tau Tionghoa Indonesia.",paragraph_116_sent01
paragraph_117,49066,1,"Wettunna Yesus engka ri Betania, ri bola Simon yaro riolo nakenna lasa uli' yaro bahayae, seddi makkunrai engka lettu lokka ale-Na.",paragraph_117_sent01
paragraph_117,49066,2,"Alena mattiwi' seddi botolo' pualam lise'na minynya minynya yaro masoli', riebbu pole ure' mabau'.",paragraph_117_sent02
paragraph_117,49066,3,"Wettunna Yesus tudang manre, yaro makkunraie nareppa'i yaro botolo'e na natuppa'i yaro minynya minynya'e lokka ri ase' ulunna Yesus",paragraph_117_sent03
paragraph_118,46142,1,Idi' taisseng makkeda Allah purani napile Yesus tau Nazaret e ro nabbereang akku-Alena Roh Allah na kuasa.,paragraph_118_sent01
paragraph_118,46142,2,"Idi' taisseng to makkeda Yesus jokka akku tegi-tegi untu' pigau' deceng; Alena napapaja siningna tau iya nakuasai e ibellisi', nasaba' Allah sibawai Alena",paragraph_118_sent02
paragraph_119,74218,1,"Laleng seni rupa, Hieronimus malessi ditampilkan sebage sala seddi fole eppa Gereja Latin, massama-samang silong  Agustinus fole Hipo, Ambrosius, na Paus Gregorius I. Sebage rohaniwan iyae terkemuka fole Gereja Roma, alena malessi secara anakronistis digambarkan laleng busana khas kardinal.",paragraph_119_sent01
paragraph_120,94750,1,"Pendukung-pendukung konsep mortalitas jiwa, sibawa penghakiman umum, fadai kalangan Kristen Advent, Saksi-Saksi Yehuwa, Kristadelfian, dan Universalis Kristen, berpendapat makeda cerita mengenai tau sogi sibawa Lazarus iyanaritu suatu perumpamaan yewe menggunakan kerangka pandangan Yahudi akan Pangkuan Abraham, bermakna metaforis sibawa tennia aggurungeng definif mengenai keadaan antara nasaba beberapa alasan.",paragraph_120_sent01
paragraph_121,80266,1,"Laleng Talmud, siare'-are' komentator nagugat makkeda Pinehas de'na bermasalah lao kejahatan ye ituduhkan lao riyalena, nennia hanya Hofni ye napigaui, namuni Jonathan ben Uzziel mawwarekkadai makkeda de' seddipun pole keduana yero meja' sipa', nennia bagiang Alkitab yewe, yero naalihkang kesalahan lao rialena, seharusna itafsirkan mancaji kiasan.",paragraph_121_sent01
paragraph_122,42590,1,"Namui degaga seddi salinan pun fole Q yewe fura iruntu, kenyataanna makeda Tomas iyanaritu sebuah Injil yewe lisenna ucapan-ucapan Yesus, fole sesanna tau ipahangi mancaji petunjuk makeda tau Kristen perdana memang maroki kumpulan fole ucapan-ucapan Yesus, sibawa iyyena demikian alenamaneng narasani makeda Injil Tomas makkibbu teori Q fine wedding itepperi.",paragraph_122_sent01
paragraph_123,2050,1,"John Polkinghorne, seddi imang Anglikan sibawa fisikawan to, laleng bo'na iya judulna Questions of Truth, nabahas hal-ihwal hubunganna antara agama sibawa ilmu paddissengeng, ianaritu poko' bahasanna iya to pura nadalami akku ahli-ahli apologetika Kristen lainna sippada Ravi Zaharias, John Lennox, sibawa William Lane Craig.",paragraph_123_sent01
paragraph_124,40624,1,"Tanpa mancaji dogmatis loppo bangsana Calvin, to de'na jenius kreatif laleng lino keagamaang, Beza mappunnai kualitas-kualitas ye naibbuai terkenal mancaji humanis, penafsir Alkitab, orator, nennia pemimping laleng urusang agama nennia politi', sibawa berkompeteng mancaji pemandu kaum Calvinis ri yemaneng Eropa.",paragraph_124_sent01
paragraph_125,124796,1,"Sebagian loppo penduduk Kristen ri Konstantinopel umpa mattolak persekutuan silong fangngala kekuasaan, na matterru mangngadakan kebaktian agama alena, lebbi maega iyae dihadereri darifada gereja-gereja, ri udara tabbukka ri hirinna kota, angkenna aseng Krisostomus mala ondrong ri register na laleng doa-doa fole gereja Konstantinopel.",paragraph_125_sent01
paragraph_126,77015,1,"Kardinal uskup'e iyanaritu pangkat kaminang matanre, yanaritu uskup-uskup keuskupan suburbikaria kuno'e, imang-ngimang'e engka ri rangkang ya maloppo'e, yanaritu kepala tituler na gereja'e iyya berpengaruh'e ri Roma, rangkang ya paccappurengnge iyanaritu kardinal-deakon, iyya secara nominal'e riputtama'i ri sala sewwana diakonia kuno'e yanaritu secara tradisional dekon'e naperhatikang'i properti temporalna Gereja Roma.",paragraph_126_sent01
paragraph_127,22507,1,"iya' tona mitai jiwa-jiwa yamaneng, iyae purae ripenggal ulunna nasaba kesaksian tentang Yesus sibawa nasaba firman Allah; iyae tde'na menyembah olo' kolo e iyae sibawa patungna sibawa iyae de' tona naterimai tandana okko linrona sibawa limangna yamanengro; sibawa yamanengro tuo pemeng sibawa memerintah sebagai raja bersama-sama sibawa Kristus untuk' masa sisebbu taung.",paragraph_127_sent01
paragraph_128,72268,1,"hai pakkanre bawi nappa arope-arope roti, aceh ero khusus..",paragraph_128_sent01
paragraph_128,72268,2,dega mu pahang tentang ero..,paragraph_128_sent02
paragraph_128,72268,3,perellu ga ero aceh macciori budaya bawi mu nappa mario ko..,paragraph_128_sent03
paragraph_128,72268,4,"ajana mega bacot, iko laginna kristen, maga meloko campuruki masalah aceh ero napakewe aturan selleng..",paragraph_128_sent04
paragraph_128,72268,5,beleng,paragraph_128_sent05
paragraph_129,58622,1,"Manurut seddi teolog Kristen, Gordon J. Wenham, akkatta hukum kosher iyanaritu untu mabbantu tau-tau Yahudi napertahankan engkana iyya silaingeng nenniya massarang pole bangsa lainge; alena makkedai iyaro hukum mabbawai pengaruh untu mappeddarang'i sosialisasi sibawa abbotingan sigaruwi sibawa tau dek-Yahudi, iyyae untu mencegah ateddekenna identitas Yahudi.",paragraph_129_sent01
paragraph_130,125225,1,"Simatupang mappau makkada, kalo egana umma' Kristen menre' mencaji dua ato tellu lipa', cajiwi egana pelayan umma' mestinna to menre' mencaji dua ato tellu lipa, aggunanna to umma' awam harus dimaksimalkan, sibawa pelayanan agama Kristen lo masyarakat maloange lalo sikola-sikola, rumah-rumah sakit, sibawa panti-panti asuhan, harus ipamegai.",paragraph_130_sent01
paragraph_131,42293,1,"Het Rijke Roomse Leven peccu sebagai assele' sorongan emansipasi penduduk Katolik yaro makurang beruntung na ridukungi sibawa pilar Katolik Roma, yaro ripangngolo sibawa yamaneng ulama na tania bawang naliputi gereja, tapi' to sikola-sikola Katolik Roma na rumah sakit yaro riurusu'e sibawa biarawati.",paragraph_131_sent01
paragraph_132,15272,1,"Iyae napak tilas rijelloreng lao to Kristen iya massappae rute ziarah napaulle lao pengalaman lebbi mariale pole Galilea sibawa situs pole atuongenna Yesus, naekkiya masseddi sibawa situs-situs bersejarah pole era mallaisengnge, situs-situs suci pole agama-agama laingnge, situs alam, panorama mempesona sibawa hiking lao pada alena iya massappae tantangan fisik.",paragraph_132_sent01
