index,text,kata_kunci_ditemukan
41570,"Namui, ekspedisi Tamar akki kawasan Pontus to nulle dipicu fole eleronna untu' memanfaatkan kekacauan yewe naalami fole Romawi Timur akibat serangan Tentara Salib Keeppa' sibawa mendirikan sebuah negara yewe bersahabat sibawa Georgia akki perbatasan barat dayanya, sibawa to nulle iyanritu bentu' solidaritas kepada Wangsa Komnenoi yewe dena mofi berkuasa akki Konstantinopel.",salib
33215,"Naiyatteyangngi siningna bantuan'e lao ri kaluwargana; silessureng orowane'na tette'i mancadi juru marroki pos, anure kesayanganna tette'i mancaji pendeta kampongnge, nennia tellu silessurenna makkunrai de'pa nakawin'e tuwosi ri laleng akasiasingenna tau kasiasi'e ri Roma, sibawa cara iya'e pada-padanna tau laingnge pole ri latar belakang iya pada-padanna mariyawa'e.",pendeta
55427,"Wettunna esso Sabat Alena mappammula mappagguru ri bola massompa. Engka maega tau akkuro. Wettunna tau-tau e ro mengkalinga appaggurungna Yesus, alena heran ladde'. Alena napau, Tegi pole iyahe tau e we naruntu' maneng i iyahe? Kebijaksanaan aga iyahe engkae akku ale-Na? Maraga carana alena runtu' keajaiban",yesus
18271,"Pada alena lebbi maega naitai asalamakengnge rilaleng konteks pengilahian iyarega theosis, seddi akkatta untu mancaji mapaccing iyyarega macawe lao ri Allah lalo asseddingeng sibawa Alena ri laleng akkatta nenniya pangkaukeng sebagai pattamba limanna Allah ri linoe, seddi konsep tradisional iya riappagguruang ri Gereja Ortodoks Timur, Gereja Ortodoks Oriental, nenniya Gereja Katolik Timur.",gereja
51965,"Cajiwi siddi rabi terlatih laleng Yudaisme Reformasi, sibawa siddi jemaat biccu' sekuler non-teistik ki Michigan, Wine mappalebba' liturgi Yahudi eroe mappacamming pakkitang filsafatnya sibawa jemaatnya sibawa mattenre' ri budaya, sejarah, sibawa identitas Yahudi sibawai sibawa etika humanistik, tapi' de'gaga yamanenna pangerelluang sibawa rujukan lo Allah.",jemaat
17789,"Lalengna Gereja Perdana, yemaneng pajama peribadatan naiyyato yemaneng uluna jemaat, padae sidang jemaat iyya alena maneng matoroi, mapake waju beasa iyya beasa napake tauwe esso-esso ku negeri-negeri iyya ipacuei ku kebudayaan Yunani-Romawi, nemung alena maneng yellorengi mapake waju iyya mapacing na de' namarota ku esso-esso suci.","gereja, jemaat"
97142,"Iyya pade' malanre keadaana iyyanaritu tabukkana tongenge makeda Gereja missengi siare' pole imam-imam papegauna makarawa iyyaro, na ku pamulangna jampangi alena maneng sibawa cara mabelle missengi ejjae iyya alena maneng pegaui na palette jamangi alena maneng pole seddi jemaat jokka jemaat lainge naiyya baliwi maneng.","gereja, jemaat"
22783,"Nasabari iyya mancadi liwa lumpuh na dena naulle mabbisyara, iyya naulle mappasseddi ala silong maega tau lumpuh na tau fefe laleng Injil, bersyukur ase perawatan iyae fenno pappoji na cakap iyae iyya tarima serta ase harapan elo atuwong kekal ri laleng Kristus.",injil
92565,"Obligasi perang yarega War bond iyyanaritu seddi obligasi iyya ipaengka ku seddi negara untu' mpajai perang Siare' perusahaan, bank, pemerintah na lembaga makuasa lainge odding napaengka obligasi laleng denominasi mata uang valuta asing lainge iyya yita lebbi tennang naiyya mata uang domestikna.",denominasi
74857,"Riyolo ajajingeng ana’ worowanena, na purana arreddukeng emansipasi Yahudi ri Rhineland, Herschel lette’ agama pole Yudaisme untu’ maggabung sibawa agama negara Gereja Injili’ Prusia, massule aseng yolo pole Herschel iyya assalenna pole basa Yiddish mancaji Heinrich iyya assalenna pole basa Jerman.","injili, gereja"
13205,"Siruntukeng ku onrong KH Zainal Abidi berlangsung kurang lebbi si jam. Silaturahi yahe untu lebbi fstedde hubungan antar rufa tau sibawa pemeluk aagama, naseng Profesor Zainal Abidin. Profesor Zainal nafau, hadere para tokoh sibawa pimpinan gereja yaro, nafatanrang anpe keterbukaan untu mabangun hubungan kekerabatan, silaturahmi antara tokoh agama laloi momen Idul Fitri.",gereja
7078,"Seniman muslim assaleng Kebumen, Jjawa Tengah, eddy Ruswanto, narancang na makkibua kolase Bunda Maria paling maloppo ri dunia iya takkibua pole maddatu sebbu lampa majalah na koran isekna berita passaleng kekerasan rumah tangga. Kolase Bunda Maria Guadalupe iyaro itaro na ipamerkan ri Museum Mahanandi Jalan Raya Jemursari, Surabaya, selama uleng Desember sebagai bentuk akkuragana nasuarakan keberpihakan gereja okko makunrai na anak-anak.",gereja
96868,"Unur pura melo tulunge pole Saifuddin Ghazi I pole Mosul na Nuruddin Zengi pole Aleppo, na iyya cilalena mului seddi akewange ku kamp tentara salib; Tentara Salib ipatasoroi pole tembo' ku dare' bua-buae, ku tegi alena maneng magampangi nakenna akewange ikepungi na gerilya.",salib
55752,"Nah, yaro kejadiange iyanaritu kiasan pole baptisan yaro makkokkoe alena maneng salamakangi iko maneng. Yae baptisange taniani seddi upacara mappacakka batang kale pole yamaneng yaro rota'-rota', melainkan iyanaritu jancimu lokka Allah ta'ala pole ati nurani yaro mello. Yaro baptisange nasalamakangi iko maneng nasaba' Yesus Kristus pura tuo paineng pole amatengeng",yesus
47867,"Okko Amerika Serikat, seruan-seruan barak bok-bok yaro lae acciang okko assikolang-assikolang maderri nabawa lao okko tantangan-tantangan hukum yaro lae alang publisitas luas, biasana madalilkan makkada sihir iyanaro agama yaro lae isseng pemerintah sibawa makkada tindakan laeizinkan bok-bok yaro lae ponro ko assikolang-assikolang publik nalanggar pemisahan pole ko gereja sibawa negara.",gereja
30234,"Evangelical Dictionary of Theology nabettuang i peran utama na Petrus di antara rasul-rasul e, mabbicara i materi-materi iya na sorong i iyamaneng, riteppu i pole Yesus sibawa aseng iya na hubungangi iyamaneng sibawa batu na Yesus patettong i gereja-Na, pakkampina ana'-ana' gurunna Yesus sibawa nalai peran utama ri gereja pammulanna riteppu i ri laleng Kisah Para Rasul.","yesus, gereja"
104466,"Ri era iyae tarompo silong teppuang Penyimpangan Loppo, manakala Abad Pencerahan na Revolusi Ilmiah ri Lino Barat menimbulkan perubahan-perubahan loppo ri bidang kemasyarakatan, agama Kristen difangngolo ri siaga macam bentuk skeptisisme na ideologi-ideologi politik modern tertentu mappada sosialisme na liberalisme.",kristen
101432,"Dengan mempertimbangkan refleksi atas kemurahan ati idi cidditta ero lembut na adat istiadat ero abadi, yaro melaluinya idi tabbulu biasa untu' malengngi kemurahan ati bagi iyamaneng tau, idi pura pettui untu' peloangi pappojiang ta selekas-lekasnya okkoe tau-tau iye aga, sampenna tau-tau Kristiani nulle ladde si patojoi onroang-onroang siruntu alena maneng sendiri, selama alena maneng de'na bertindak sibawa sala seddi cara ero de'na beraturang.",kristiani
11843,"ku wettu mabarue, pura engka rupangna pangkaukeng untu' 'papajai' tabagenge iyya kajajiang; bangsana sibawa adana ku iyyaro Kristologis iyya yebbu ku Paus Yohanes Paulus II na Patriark Ignatius Zakka I Iwas, sirupa sibawa iyya napegau iyyaro wakele-wakelena Gereja Ortodoks Alau' na Gereja Ortodoks Oriental.",gereja
61892,"Ku wettuna iyyaro, Henry Crawford iyya sugie, magello gayana na linoe naiyya silesureng makunraina, Mary Crawford, engk ku bolana pendeta untu' monro sibawa Mrs. Grant, deng enya tongena alena maneng, purana sitaung ku Antigua, Sir Thomas nasuro Tom lessu cinampe paterui jamangna alena.",pendeta
106263,"Engka mega klerus, fadae Gereja akki umumna, secara keseluruhan nanikmati gaya tuo mewah yero liwe kontras sibawa kondisi sebagiang loppo penduduk yero monro; ki tega kemewahan yehe ribiayai fole pajak-pajak gereja yero matanre na abbalukeng indulgensi yero berlimpah.mega pendeta mapendidikan buruk, na doktrin-doktrin spiritual Gereja maderi riabaikan.","gereja, pendeta"
53178,@LusiHQ @RizmaWidiono Untu' iya umma Katholik perellu mallaporo Anies Baswedan sibawa Sandiaga Uno nasaba' purani nasolangi kesakralan Missa Kudus sibawa ero pelecehan lao Missa kudus umma Katholik. Alena maneng sitongenna perellu millau pertimbangan tentang ibadah okko gereja Katedral nappa tania serobot bawang.,gereja
85751,"Laputa riteppu akki Kolonel Muska berdasarkan informasinya engkae riruntu pole legenda na kisah laleng Alkitab na attappereng Hindu, engkae jelloreng engkana keterkaitan antara dunia onrong Laputa sibawa Bumi, begitupun sibawa arstiktur benteng abad pattengngah, bangunan gaya Goth ri desa ri sideppe' benteng, aritektur kota tambang sibawa gaya Wales, pakaian, na kendaraan ri onrong aslah Pazu engka ripompo laleng film.",alkitab
2463,"Taleppesang pole indikasi laleng hukum kanon narekko ekskomunikasi otomatis dena berlaku okko makkunrai ero pigau aborsi nasaba rasa mitau ero maladde yarega nasaba masussa tane, Gereja Katolik, okko siliweng pabedang ero, najamin kemungkinanna pengampunan untu' sininna makkunrai ero purae pigau aborsi.",gereja
127850,"Nasaba alasang yewe jaji ipigaui penyimpanan elemen-elemen ye purae dikonsekrasi, biasanna laleng sedie tabernakel gereja, untu' pabbere Komuni Kudus lao tau malasae nennia nahadapi ajjaleng, nennia to untu' tujuang sekunder, namuni nulle opi iyanjurkan ladde, yenaritu napuja Kristus ye engkae laleng Ekaristi.",gereja
15059,"Esso Raya Santo Petrus na Paulus, yarega Acara Santo Petrus na Paulus, iyyanaritu seddi esso raya yarega acara liturgi untu' cuku ku kemartiran yemaneng rasul Santo Petrus na Santo Paulus ri Roma, iyya utamana ipegau ku Gereja Katolik Roma na Gereja-Gereja Alau' laleng ade' Bizantium.",gereja
16655,"Maladde upaya saling masserang na saling bela keddi mancaji gejala laleng masyarakat Indonesia. Habib Rizieq Syihab ero yang dihenni napimping demo aksi bela Islam, cappu nasaba nabela Al Quran furanna diduga dihinakan pole Ahok. Kin sisumbe elo rifigau aksi bela Yesus, absus furanna ero diaseng mappigau nakkeddai kepada dogma ajaran Kristen okko Desember labe.","kristen, yesus"
38404,"Maega tema iyya yakka lalengna puisi iyyae, banna iyya pong parellu iyyanaritu apojingena paladin Orlando ku putri pagan Angelica iyya de' ibali, makkuanaro nebbui Orlando jangeng; apojinge padana prajurit Kristen makunrai Bradamante sibawa seddi Saracen iyya asengna Ruggiero; naiyya perang ku Kristen mewa non-kristen.",kristen
61046,"Laleng magguru tentang mapuasa ku Muslim, Wilem naera umat Kristen untu mitai tellu nilai penting laleng mapuasa.Ya bunge, puasa penting untu tuo magello sibawa sehat untu raga, maiga mello duang wettu mapuasa nasaba Fuang ya tentukang tuo idi sibawa tinnya idi alale, serta makebbu gello kususna mabbere sedekah jokka ku tau ya menderita, nafau.",kristen
67542,"Sibawa yangerangi matengena Kristus ku idi' maneng, idi' maneng odding punnai pikiri na papahange iyya malanre na mapacing, nasaba wettuta maneng pajanengi maraga solina iyya nawaja Yesus untu' mpajaiki manneg. Iyyanaro wettu iyya magello untu' mitai keadaana atie na asilongeta maneng sibawa padata.",yesus
14327,"Tujuanna yanaro untuk buktikangi apagah iko maneng mattongeng-tongene mateppe lokka Puang ato de'. Ulaweng yaro mulle masolang to, riuji sibawa api. Nah, iman iko maneng yanaro lebbi berharga pole ulaweng, jaji parellu riuji to supaya mancaji teguh. Dan sibawa makkero iko maneng elo' ripoji na rihormati sibawa ripatanre akko essona Yesus Kristus engka lettu paineng",yesus
56919,"Engka tau mateppe' makkedae ri rekening  Alkitab, attunruenna Yesus dek na langsung punna metta laona untu ammateang, naiyaro tau laingnge mappuada majeppu makkadae Allah mabbere rupanna tau laingnge iyarega tau laingnge nasellei Yesus na tau makkarobangengnge mappikkiri iyaro tau makkarobangengnge iyanaritu Yesus, nassabari sininna tau mateppe'e iyyaro Yesus iyanairu risalib'e.","yesus, alkitab"
112771,Gereja Katolik Roma secara khusus na palettukeng kritikan na lao okko tudingan ma kad aero pelleng nge engka ni okko luarak konteks na pakkecubbuang na laleng na dua sebbu taung masalah Piala Suci ero sebenar na sibawa konsep ma kada Yesus Kristus sibawa Maria Magdalena botting nappa na punnai siddi anak ma kunrai.,"yesus, gereja"
56088,"Menuru’ Gereja, tindakang seksual iyyanaritu mapaccing ri laleng relasi lakkai-baine iyya nacermingkang seddi anugera timbal-bale’ sipongeng tuo na lengka’ antara seddi burane na seddi makkunrai, seddi passaleng iyya halangiwi poligami na pergundikang jaji mancaji umung laleng budaya-budaya riyolo hadere’na Kekristenang.",gereja
31753,"Engka sarjana Alkitab mappedarang makkada catatan iyaro iyanaritu  bagian pole politik iya mattulili, iya purae ritujunna untu massimangngi ateddekenge iya ri pugau pole suku Yehuda lao ri suku Benyamin, nulle wettu zaman Arung Daud mancaji pangkaukeng pammalessu iyaregga dengki pole Daud lao ri ana buah Arung Saul, sibawa mapeleng curita mennang ri wettu riolo, nenniya ritambai untu lebbi mappannessa alasang pole ri pangkaukeng mennang.",alkitab
88015,"Nasionalisme Suriah natentang iyemaneng rupanna klaim bangsa Arab riyase negeri Syam, sibawa lebbih nautamakan kebangsaan Suriah yewe mencakup yamaneng golongan; iyye tona, nasionalisme Suriah secara umum iyanaritu suatu gerakan sekuler yewe mateppe makeda tau warga negeri Syam bebas nakeddau agama agi-agi yewe engka akki negeri yero, iyero agama Islam Sunni iyarega Syiah, agama Kristen iyarega agama Yahudi.",kristen
45646,"Frederick II, Kaisar Romawi Suci, purai maccurita-curita rilaleng Perang Salib Kelima, nasuroi tentara pole Jerman, naekiya de'na naccue'i tentara'e secara langsung, namuni engka dorongang pole Paus Honorius III na nainappa Paus Gregorius IX, nasaba parellui nakonsolidasikan posisina ri Jerman sibawa Italia riolona maccurita-curita.",salib
24762,"Iyyae pong Isai modereng mawwuju’ seddi poster iyyare’ga pong tongettongeng iyya ipasang ri gereja iyyare’ga ri bolae, na silampe wettu Adven ibeloi sibawa lambang-lambang mattentu sebagai wakkele’ rangkaiang kissa-kissa iyya cappue sibawa kissa ajajingenna Yesus, untu’ kepentingang pendidikang agama anana’e.","yesus, gereja"
116939,"Sekretaris Latin Abaqa Rychaldus nafalettu laporan akki Konsili yewe menguraikan hubungan bangsa Eropa-Ilkhanid defana akki iyawa ayah Abaqa, Hulagu, menegaskan makeda furana Hulagu menyambut duta besar Kristen akki istananya, alena setuju untu' membebaskan tau-tau Kristen Latin fole pajak sibawa tuduhan, sebagai imbalan atas doa mereka untu' Khan.",kristen
27565,"Baik Gereja Katolik Roma nennia Gereja Ortodoks Timur naakui pitu Konsili ri taung-taung pammulang Gereja, nennia Gereja Katolik to naakui seppulo eppa konsili iya lihimpunkan ri taung-taung purana sibawa Paus, iya otoritasna litolak siabwa Gereja Ortodoks Timur apa'na alena naanggap Roma wettu yede engka ki laleng skisma.",gereja
76123,"Akki Indonesia babi panggang umum iteppu babi guling, masakan babi panggang atau bakar jarang iruntu secara umum nasaba Indonesia iyanaritu negara mayoritas muslim, kecuali laleng provinsi mayoritas non-muslim, fadai Hindu Bali sibawa tanah Batak Kristen akki Sumatera Utara, tau Minahasa akki Sulawesi Utara, Toraja akki Sulawesi Selatan, Papua, tau Dayak akki Kalimantan sibawa to akki antara tau Tionghoa Indonesia.",kristen
49066,"Wettunna Yesus engka ri Betania, ri bola Simon yaro riolo nakenna lasa uli' yaro bahayae, seddi makkunrai engka lettu lokka ale-Na. Alena mattiwi' seddi botolo' pualam lise'na minynya minynya yaro masoli', riebbu pole ure' mabau'. Wettunna Yesus tudang manre, yaro makkunraie nareppa'i yaro botolo'e na natuppa'i yaro minynya minynya'e lokka ri ase' ulunna Yesus",yesus
46142,"Idi' taisseng makkeda Allah purani napile Yesus tau Nazaret e ro nabbereang akku-Alena Roh Allah na kuasa. Idi' taisseng to makkeda Yesus jokka akku tegi-tegi untu' pigau' deceng; Alena napapaja siningna tau iya nakuasai e ibellisi', nasaba' Allah sibawai Alena",yesus
74218,"Laleng seni rupa, Hieronimus malessi ditampilkan sebage sala seddi fole eppa Gereja Latin, massama-samang silong  Agustinus fole Hipo, Ambrosius, na Paus Gregorius I. Sebage rohaniwan iyae terkemuka fole Gereja Roma, alena malessi secara anakronistis digambarkan laleng busana khas kardinal.",gereja
94750,"Pendukung-pendukung konsep mortalitas jiwa, sibawa penghakiman umum, fadai kalangan Kristen Advent, Saksi-Saksi Yehuwa, Kristadelfian, dan Universalis Kristen, berpendapat makeda cerita mengenai tau sogi sibawa Lazarus iyanaritu suatu perumpamaan yewe menggunakan kerangka pandangan Yahudi akan Pangkuan Abraham, bermakna metaforis sibawa tennia aggurungeng definif mengenai keadaan antara nasaba beberapa alasan.",kristen
80266,"Laleng Talmud, siare'-are' komentator nagugat makkeda Pinehas de'na bermasalah lao kejahatan ye ituduhkan lao riyalena, nennia hanya Hofni ye napigaui, namuni Jonathan ben Uzziel mawwarekkadai makkeda de' seddipun pole keduana yero meja' sipa', nennia bagiang Alkitab yewe, yero naalihkang kesalahan lao rialena, seharusna itafsirkan mancaji kiasan.",alkitab
42590,"Namui degaga seddi salinan pun fole Q yewe fura iruntu, kenyataanna makeda Tomas iyanaritu sebuah Injil yewe lisenna ucapan-ucapan Yesus, fole sesanna tau ipahangi mancaji petunjuk makeda tau Kristen perdana memang maroki kumpulan fole ucapan-ucapan Yesus, sibawa iyyena demikian alenamaneng narasani makeda Injil Tomas makkibbu teori Q fine wedding itepperi.","kristen, yesus, injil"
2050,"John Polkinghorne, seddi imang Anglikan sibawa fisikawan to, laleng bo'na iya judulna Questions of Truth, nabahas hal-ihwal hubunganna antara agama sibawa ilmu paddissengeng, ianaritu poko' bahasanna iya to pura nadalami akku ahli-ahli apologetika Kristen lainna sippada Ravi Zaharias, John Lennox, sibawa William Lane Craig.",kristen
40624,"Tanpa mancaji dogmatis loppo bangsana Calvin, to de'na jenius kreatif laleng lino keagamaang, Beza mappunnai kualitas-kualitas ye naibbuai terkenal mancaji humanis, penafsir Alkitab, orator, nennia pemimping laleng urusang agama nennia politi', sibawa berkompeteng mancaji pemandu kaum Calvinis ri yemaneng Eropa.",alkitab
124796,"Sebagian loppo penduduk Kristen ri Konstantinopel umpa mattolak persekutuan silong fangngala kekuasaan, na matterru mangngadakan kebaktian agama alena, lebbi maega iyae dihadereri darifada gereja-gereja, ri udara tabbukka ri hirinna kota, angkenna aseng Krisostomus mala ondrong ri register na laleng doa-doa fole gereja Konstantinopel.","kristen, gereja"
77015,"Kardinal uskup'e iyanaritu pangkat kaminang matanre, yanaritu uskup-uskup keuskupan suburbikaria kuno'e, imang-ngimang'e engka ri rangkang ya maloppo'e, yanaritu kepala tituler na gereja'e iyya berpengaruh'e ri Roma, rangkang ya paccappurengnge iyanaritu kardinal-deakon, iyya secara nominal'e riputtama'i ri sala sewwana diakonia kuno'e yanaritu secara tradisional dekon'e naperhatikang'i properti temporalna Gereja Roma.",gereja
22507,"iya' tona mitai jiwa-jiwa yamaneng, iyae purae ripenggal ulunna nasaba kesaksian tentang Yesus sibawa nasaba firman Allah; iyae tde'na menyembah olo' kolo e iyae sibawa patungna sibawa iyae de' tona naterimai tandana okko linrona sibawa limangna yamanengro; sibawa yamanengro tuo pemeng sibawa memerintah sebagai raja bersama-sama sibawa Kristus untuk' masa sisebbu taung.",yesus
72268,"hai pakkanre bawi nappa arope-arope roti, aceh ero khusus.. dega mu pahang tentang ero.. perellu ga ero aceh macciori budaya bawi mu nappa mario ko.. ajana mega bacot, iko laginna kristen, maga meloko campuruki masalah aceh ero napakewe aturan selleng.. beleng",kristen
58622,"Manurut seddi teolog Kristen, Gordon J. Wenham, akkatta hukum kosher iyanaritu untu mabbantu tau-tau Yahudi napertahankan engkana iyya silaingeng nenniya massarang pole bangsa lainge; alena makkedai iyaro hukum mabbawai pengaruh untu mappeddarang'i sosialisasi sibawa abbotingan sigaruwi sibawa tau dek-Yahudi, iyyae untu mencegah ateddekenna identitas Yahudi.",kristen
125225,"Simatupang mappau makkada, kalo egana umma' Kristen menre' mencaji dua ato tellu lipa', cajiwi egana pelayan umma' mestinna to menre' mencaji dua ato tellu lipa, aggunanna to umma' awam harus dimaksimalkan, sibawa pelayanan agama Kristen lo masyarakat maloange lalo sikola-sikola, rumah-rumah sakit, sibawa panti-panti asuhan, harus ipamegai.",kristen
42293,"Het Rijke Roomse Leven peccu sebagai assele' sorongan emansipasi penduduk Katolik yaro makurang beruntung na ridukungi sibawa pilar Katolik Roma, yaro ripangngolo sibawa yamaneng ulama na tania bawang naliputi gereja, tapi' to sikola-sikola Katolik Roma na rumah sakit yaro riurusu'e sibawa biarawati.",gereja
15272,"Iyae napak tilas rijelloreng lao to Kristen iya massappae rute ziarah napaulle lao pengalaman lebbi mariale pole Galilea sibawa situs pole atuongenna Yesus, naekkiya masseddi sibawa situs-situs bersejarah pole era mallaisengnge, situs-situs suci pole agama-agama laingnge, situs alam, panorama mempesona sibawa hiking lao pada alena iya massappae tantangan fisik.","kristen, yesus"
34559,"Naseng teori iyyae, Gihon laleng Alkitab padai onrongna sibawa Karun ku Iran, na Salo Pison padai onrongna sibawa jaringan salo Wadi Batin iyya pura isolori uwwai banna makukuae marakko, banna seddi wettu riolo iyyanaritu bagenge parellu pole Semenanjung Arab iyya yasengi makessing.",alkitab
99467,Akki Pakistan calalena beberapa ronta' kejadiang lalengna hubungenna sibawa aliran yero. Fammulangna fole sala-sedddi rekomendasi Konperensi Organisasi-Organisasi Selleng Seddi-Lino akki Mekah -- yero nafaui Ahmadiyah Qadiani sebagai jemaat yero engka akki saliweng agama Selleng kelompok mayoritas akki Pakistan natuntu' lao Presiden. PM Ali Bhuto bara' untu' jabatan famarenta sibawa militer porsi kaum Qadiani ifasippada sibawa statusna alena.,jemaat
24000,"Sarjana David E. Aune berargumen makkedda kitab-kitab Injil dipolakan mappada biografi-biografi klasik Yunani-Romawi, na gunanna istilah apomnemoneumata oleh Yustin maccakup iya maneng kitab-kitab Injil naulle difahang sebagai rujukang lao ri biografi tarrukki mappada Memorabilia Xenophon afa kitab-kitab aro melestarikan ajarang aslinna Yesus.","yesus, injil"
127215,"Untu' siaganna tau Kristen, nubuat iye ritepperi pura rigenapi sibawa ahaderekengna Yesus Kristus pole Nazaret na pengajaran-Nya ri Bait Suci engkae ripugar akki raja Herodes na damai engkae rianugerahkan Allah untu' sininna umat manusia sibawa ta'bagena tirai engkae mabatasi Ruang Mahakudus ri wettu matena Kristus.","kristen, yesus"
74881,"Dua bait parellu de' nengka lipake, yare'ga kurang pole sitengga bait iya liyala. ^ Alessia Fassina nanyatakan makkeda garrula anus iya liteppu sibawa Hieronimus sitongenna yanaritu Melania si Toa, sibawa Sigrid Schottenius Cullhed berpendapat makkeda Hieronimun se' napedang tentang tau tegapun, nennia lebbi lao gaya tau iya de' sejalan sibawa kotbah Injil.",injil
13392,"Untu nattanggapi skandal iya merebak, Gereja Katolik pura napattette prosedur-prosedur resmi untu mencegah kedo pelecehang, untu mengimbau masyarakat supaya melaporo kedo-kedo pelecehan iya pura kajadiang, laleng untu manangani laporang-laporang tersebut laleng segera, namuni efektifitas pole prosedur-prosedur e ipermasalahkang pole kelompok-kelompok iya mawakkeleki para korbang pelecehan.",gereja
16872,"Angkalingai perumpamaan yaro seddie paineng, ada Yesus. Seddi tau puang tanah natanengi sielle' dare' anggur. Alena mappasang sappo ri sekelilingna, na makkae' kalibbong untuk pakkakkasa' papperra anggur, nappa mappatettong menara jaga. Purana yaro nasewakan yaro dare' anggur e lokka paddare'-paddare', nappa mangnguju lokka negeri laing",yesus
73065,"Tolkien Way ku Stoke-On-Trent iwarengi aseng pada sibawa aseng ana' urane J.R.R. Pastor John Francis Tolkien, iyya pura mancaji imam iyya majama ku Gereja Katolik Roma iyya de' namabela pole kuro yanaritu Our Lady of the Angels na St. Peter in Chains.",gereja
12962,"Untuk alasan-alasan yede nennia Wewenang Mengajar Gereja de' naceri makkeda, sesuai sibawa kondisi makukkue laleng paddissengeng-paddissengeng rupa tau sibawa teologu sakral, penelitian sibawa pembahasan-pembahasan sibawa tau-tau iya berpengalaman laleng kedua bidang yaro lijama laleng kaitanna sibawa ajaran lao evolusi, sipungenna naselidiki lao laleng asal-usul alena tauwwe pole pra-eksistensina sibawa materi tuo.",gereja
2751,"Mate nennia kebangkitanna Yesus lazimna iyanggap mancaji peristiwa-peristiwa terpenting laleng teologi Kristen, salah seddi passabarenna yenaritu nasaba' peristiwa-peristiwa yewe menunjukkang makkeda Yesus makkuasa yase' tuo nennia matena, nennia akku nasaba' yero berwenang nennia makkuasa untu' naanugerahkang tuo kekal'e lao umma' manusia.","kristen, yesus"
25730,"Umat Kristiani, menurut para pemikir aro, seharusna massalai abiasang iyae bergantung ri para narasumber Yahudi na mappigauri arrekengang sendiri untu mappattentu huleng aga iyae diteppu Nisan, menetapkan Paskah sesuai perhitungan independen eddi, Nisan Kristiani, iyae elo malessi menempatkan perayaan aro furanna ekuinoks.",kristiani
66184,"Sedangkan paket yero lebbi maju jokka akki komputer pribadi na funnai mabela lebbi mega fitur, natampilkan lebbi mega rufanna sumber teologis, na nulle natawarkan fitur-fitur fadai sinopsis na harmoni fole naratif Injil, morfologi na pasappareng sintaksis fole teks asli, diagram kalimat, catatan pappake, penyorotan manual na dinamis, tampilan leksionari, nappa laingna.",injil
16102,"Alena menjabat caji siddi pendeta ki stasiun-stasiun eroe mattama'to Kollupitiya, Wellawatte, Kandy, Badulla, Galle, Kalahe, Mutwal sibawa Seeduwa; alena melayani siwettu dua tang ki Kollupitiya dan Wellawatte, siddi sitenga taung ki Kandy, dua taung ki Kalahe, tellu taung ki Mutuwal, sibawa tellu sitenga taung du Seeduwa.",pendeta
120241,"Laleng gereja beccu engka rupangna fresko ebbuna seniman-seniman Abad Patengang Pacapureng, yanaritu Cimabue na Giotto; laleng gereja loppo engka fresko-fresko carita atuongena St Fransiskus iyya pamulangna yasengi mancaji ebbuna Giotto, banna makukuae yasengi mancaji ebbuna seniman-seniman laleng kalompo' Pietro Cavallini pole Roma.",gereja
20126,"Posisi minoritas diwakili fole edisi The Greek New Testament According to the Majority Text oleh Zane C. Hodges dan Arthur L. Farstad yewe berpendapat makeda jenis teks Bizantin iyanaritu jenis teks yewe lebih fammulang dibandingkan sibawa teks Aleksandria, nasaba fura engka laleng tulisan para Bapa Gereja defana mompona teks Alexandria.",gereja
115167,"Katekismus Pius X yenaritu perwujudanna katekisme sederhana, sederhana, cina', populer untu' appakengeng seragam ri seluruh lino; yero ipake ri provinsi gerejawi Roma nennia selama siare'-are' taung ri bagiang laing Italia; Tapi, yero de' naitentukang untu' ipake ri yemaneng gereja universal.",gereja
87199,"Menuru' Katekismus, akkibburukengna tau iya matewe na ianaritu seddi paggaukkang pammase iya harusu' e ipugau' akku alalena sibawa horma' na pammase jaji paratte'-paratte' sippada pamali' awu tau mate iya ikremasi sibawa akkibburukeng ri kibburu' de' e gaga tanrang na yacciang laleng Gereja Katolik.",gereja
6220,"Gereja iyyae napajokka jamang-jamang na lembaga-lembaga sosial ku iyya maneng linoe, matamana'to sikola-sikola, universitas-universitas, bola-bola tau sakit, misi-misi na abolangeng, naiyya kalompo'-kalompo' bangsana Catholic Relief Services, Caritas Internationalis na Catholic Charities iyya tulungi tau kasi asi, kaluarga-kaluarga, tau macuae, na tau malasae.",gereja
211,"Irman iyanaritu ana’ burane Minangkabau tomaanna Gusman Gaus sibawa Janimar Kamili. Ambo’ na pura menjaba’  mancaji Rektor Universitas Muhammadiyah Sumatera Barat, naikiya indo’ na iyanaritu ana’  pole pabbalu ulaweng iyaro mattujung. Irman na selesaikangngi asaikolangna sarjana akku Fakultas Ekonomi Universitas Kristen Indonesia, sibawa runtu’ patellareng Master of Business Administration pole Graduate School of Business, University of Bridgeport, Connecticut, Amerika Serikat.",kristen
